collegeName,branch,category,quota,round,closingRank,cutoffYear
"Mahatma Basaweshwar Education Society's College of Engineering, Ambejogai",Electrical Engineering,General,MH,2,84524,2019
"Mahatma Basaweshwar Education Society's College of Engineering, Ambejogai",Electronics and Telecommunication Engg,General,MH,2,74562,2019
"Mahatma Basaweshwar Education Society's College of Engineering, Ambejogai",Electrical and Instrumentation Engineering,General,MH,2,44043,2019
"Mahatma Basaweshwar Education Society's College of Engineering, Ambejogai",Mechanical Engineering,General,MH,2,81181,2019
"Peoples Education Society's College of Engineering, Aurangabad",Civil Engineering,General,MH,2,77616,2019
"Peoples Education Society's College of Engineering, Aurangabad",Computer Science and Engineering,SC,MH,2,63023,2019
"Peoples Education Society's College of Engineering, Aurangabad",Electrical Engineering,General,MH,2,63716,2019
"Peoples Education Society's College of Engineering, Aurangabad",Electronics and Telecommunication Engg,General,MH,2,48284,2019
"Peoples Education Society's College of Engineering, Aurangabad",Mechanical Engineering,General,MH,2,86918,2019
"Hi-Tech Institute of Technology, Aurangabad",Civil Engineering,General,MH,2,57745,2019
"Hi-Tech Institute of Technology, Aurangabad",Computer Science and Engineering,OBC,MH,2,64963,2019
"Hi-Tech Institute of Technology, Aurangabad",Mechanical Engineering,General,MH,2,78360,2019
"Aditya Engineering College , Beed",Civil Engineering,General,MH,2,83713,2019
"Aditya Engineering College , Beed",Computer Engineering,General,MH,2,83791,2019
"Aditya Engineering College , Beed",Information Technology,General,MH,2,56431,2019
"Aditya Engineering College , Beed",Electrical Engineering,General,MH,2,85089,2019
"Aditya Engineering College , Beed",Food Engineering and Technology,General,MH,2,64796,2019
"Aditya Engineering College , Beed",Mechanical Engineering,General,MH,2,53944,2019
"Nagnathappa Halge Engineering  College, Parli, Beed",Civil Engineering,General,MH,2,46477,2019
"Nagnathappa Halge Engineering  College, Parli, Beed",Electrical and Electronics Engineering,General,MH,2,52916,2019
"Nagnathappa Halge Engineering  College, Parli, Beed",Mechanical Engineering,General,MH,2,66616,2019
"Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna",Civil Engineering,General,MH,2,53694,2019
"Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna",Computer Science and Engineering,OBC,MH,2,58546,2019
"Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna",Mechanical Engineering,General,MH,2,76814,2019
"Shri Sai Samajik Vikas Santha's Shri Sai Colllege of Engineering, Paddari Village Tal. & Dist. Aurangabad",Electrical Engg[Electronics and Power],General,MH,2,32410,2019
"Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology, Osmanabad",Civil Engineering,General,MH,2,32967,2019
"Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology, Osmanabad",Electrical and Electronics Engineering,General,MH,2,74310,2019
"Aurangabad College of Engineering,  Naygaon Savangi, Aurangabad",Civil Engineering,General,MH,2,22707,2019
"Aurangabad College of Engineering,  Naygaon Savangi, Aurangabad",Computer Science and Engineering,SC,MH,2,2568,2019
"Aurangabad College of Engineering,  Naygaon Savangi, Aurangabad",Electronics and Communication Engineering,General,MH,2,35220,2019
"Aurangabad College of Engineering,  Naygaon Savangi, Aurangabad",Mechanical Engineering,General,MH,2,25074,2019
"Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies, Parbhani",Civil Engineering,General,MH,2,67478,2019
"Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies, Parbhani",Computer Science and Engineering,General,MH,2,51787,2019
"Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies, Parbhani",Electrical and Electronics Engineering,General,MH,2,51201,2019
"Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies, Parbhani",Mechanical Engineering,General,MH,2,74534,2019
"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Civil Engineering,General,MH,2,81542,2019
"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Computer Engineering,General,MH,2,55463,2019
"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Electrical Engineering,General,MH,2,59687,2019
"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Electronics and Telecommunication Engg,General,MH,2,20131,2019
"Vilasrao Deshmukh Foundation Group of Institutions, Latur",Mechanical Engineering,General,MH,2,51437,2019
"International Centre of Excellence in Engineering & Management, Aurangabad.",Civil Engineering,General,MH,2,80691,2019
"International Centre of Excellence in Engineering & Management, Aurangabad.",Computer Science and Engineering,OBC,MH,2,55726,2019
"International Centre of Excellence in Engineering & Management, Aurangabad.",Electronics and Telecommunication Engg,General,MH,2,55887,2019
"International Centre of Excellence in Engineering & Management, Aurangabad.",Mechanical Engineering,General,MH,2,50347,2019
"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Computer Engineering,General,MH,2,59573,2019
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Civil Engineering,General,MH,2,71486,2019
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and Engineering,SC,MH,2,40931,2019
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,OBC,MH,2,40396,2019
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and Telecommunication Engg,PWD,MH,2,54476,2019
"CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,General,MH,2,57975,2019
"Gramin College of Engineering, Vishnupuri, Nanded",Civil Engineering,General,MH,2,72698,2019
"Gramin College of Engineering, Vishnupuri, Nanded",Computer Engineering,OBC,MH,2,59786,2019
"Gramin College of Engineering, Vishnupuri, Nanded",Electrical Engineering,General,MH,2,50183,2019
"Gramin College of Engineering, Vishnupuri, Nanded",Mechanical Engineering,General,MH,2,62412,2019
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Civil Engineering,SC,MH,2,2213,2019
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Electrical Engineering,OBC,MH,2,1118,2019
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Production Engineering,SC,MH,2,2828,2019
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Textile Technology,OBC,MH,2,6398,2019
"Sardar Patel College of Engineering, Andheri",Civil Engineering,EWS,MH,2,3111,2019
"Sardar Patel College of Engineering, Andheri",Electrical Engineering,NT,MH,2,2007,2019
"Sardar Patel College of Engineering, Andheri",Mechanical Engineering,SC,MH,2,1309,2019
"Dr. Babasaheb Ambedkar Technological University, Lonere",Civil Engineering,SC,MH,2,31054,2019
"Dr. Babasaheb Ambedkar Technological University, Lonere",Computer Engineering,SC,MH,2,16295,2019
"Dr. Babasaheb Ambedkar Technological University, Lonere",Information Technology,SC,MH,2,23505,2019
"Dr. Babasaheb Ambedkar Technological University, Lonere",Electrical Engineering,ST,MH,2,32670,2019
"Dr. Babasaheb Ambedkar Technological University, Lonere",Electronics and Telecommunication Engg,NT,MH,2,48735,2019
"Dr. Babasaheb Ambedkar Technological University, Lonere",Chemical Engineering,SC,MH,2,20396,2019
"Dr. Babasaheb Ambedkar Technological University, Lonere",Petro Chemical Engineering,ST,MH,2,34461,2019
"Dr. Babasaheb Ambedkar Technological University, Lonere",Mechanical Engineering,SC,MH,2,21521,2019
"Institute of Chemical Technology, Matunga, Mumbai",Dyestuff Technology,ST,MH,2,3641,2019
"Institute of Chemical Technology, Matunga, Mumbai","Oil,Oleochemicals and Surfactants Technology",ST,MH,2,3702,2019
"Institute of Chemical Technology, Matunga, Mumbai",Pharmaceuticals Chemistry and Technology,SC,MH,2,4451,2019
"Institute of Chemical Technology, Matunga, Mumbai",Fibres and Textile Processing Technology,SC,MH,2,4459,2019
"Institute of Chemical Technology, Matunga, Mumbai",Polymer Engineering and Technology,OBC,MH,2,1094,2019
"Institute of Chemical Technology, Matunga, Mumbai",Food Engineering and Technology,SC,MH,2,1033,2019
"Institute of Chemical Technology, Matunga, Mumbai",Surface Coating Technology,SC,MH,2,10731,2019
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Computer Engineering,SC,MH,2,8434,2019
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Information Technology,General,MH,2,10333,2019
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Electronics and Telecommunication Engg,OBC,MH,2,25100,2019
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Instrumentation Engineering,General,MH,2,86679,2019
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Mechanical Engineering,OBC,MH,2,13074,2019
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,SC,MH,2,5612,2019
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,SC,MH,2,9177,2019
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Telecommunication Engg,PWD,MH,2,21186,2019
"Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics Engineering,SC,MH,2,36914,2019
"Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,SC,MH,2,24733,2019
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Computer Engineering,SC,MH,2,29991,2019
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Information Technology,General,MH,2,45554,2019
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Electrical Engineering,General,MH,2,83633,2019
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Electronics and Telecommunication Engg,General,MH,2,56002,2019
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Instrumentation Engineering,General,MH,2,83228,2019
"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Mechanical Engineering,General,MH,2,87052,2019
"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",Computer Engineering,General,MH,2,16763,2019
"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",Information Technology,General,MH,2,20813,2019
"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",Electronics and Telecommunication Engg,General,MH,2,51076,2019
"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",Electronics Engineering,General,MH,2,85440,2019
"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",Civil Engineering,PWD,MH,2,86270,2019
"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",Civil Engineering,General,MH,2,87022,2019
"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",Computer Engineering,SC,MH,2,26441,2019
"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",Information Technology,General,MH,2,38949,2019
"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",Electronics and Telecommunication Engg,PWD,MH,2,84509,2019
"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",Automobile Engineering,General,MH,2,87097,2019
"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",Mechanical Engineering,General,MH,2,75814,2019
"Ramrao Adik Edu Soc, Ramarao Adik Institute of Tech., Navi Mumbai",Computer Engineering,PWD,MH,2,6721,2019
"Ramrao Adik Edu Soc, Ramarao Adik Institute of Tech., Navi Mumbai",Computer Engineering,SC,MH,2,8212,2019
"Ramrao Adik Edu Soc, Ramarao Adik Institute of Tech., Navi Mumbai",Information Technology,SC,MH,2,10166,2019
"Ramrao Adik Edu Soc, Ramarao Adik Institute of Tech., Navi Mumbai",Electronics and Telecommunication Engg,SC,MH,2,29044,2019
"Ramrao Adik Edu Soc, Ramarao Adik Institute of Tech., Navi Mumbai",Electronics and Telecommunication Engg,SC,MH,2,37488,2019
"Ramrao Adik Edu Soc, Ramarao Adik Institute of Tech., Navi Mumbai",Electronics Engineering,OBC,MH,2,65157,2019
"Ramrao Adik Edu Soc, Ramarao Adik Institute of Tech., Navi Mumbai",Electronics Engineering,General,MH,2,70858,2019
"Ramrao Adik Edu Soc, Ramarao Adik Institute of Tech., Navi Mumbai",Instrumentation Engineering,General,MH,2,79322,2019
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Civil Engineering,OBC,MH,2,60254,2019
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Civil Engineering,General,MH,2,32692,2019
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Engineering,SC,MH,2,31967,2019
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Information Technology,SC,MH,2,36345,2019
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Electrical Engineering,OBC,MH,2,65710,2019
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Electronics and Telecommunication Engg,General,MH,2,85036,2019
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Bio Medical Engineering,SC,MH,2,36413,2019
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Chemical Engineering,General,MH,2,43993,2019
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Mechanical Engineering,ST,MH,2,79361,2019
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Mechanical Engineering,General,MH,2,83179,2019
"Thakur College of Engineering and Technology, Kandivali, Mumbai",Civil Engineering,TFWS,MH,2,23969,2019
"Thakur College of Engineering and Technology, Kandivali, Mumbai",Computer Engineering,TFWS,MH,2,6835,2019
"Thakur College of Engineering and Technology, Kandivali, Mumbai",Information Technology,General,MH,2,9718,2019
"Thakur College of Engineering and Technology, Kandivali, Mumbai",Electronics and Telecommunication Engg,TFWS,MH,2,19872,2019
"Thakur College of Engineering and Technology, Kandivali, Mumbai",Electronics Engineering,General,MH,2,24083,2019
"Thakur College of Engineering and Technology, Kandivali, Mumbai",Mechanical Engineering,General,MH,2,15060,2019
"K.J.Somaiya College of Engineering, Vidyavihar, Mumbai",Computer Engineering,General,MH,2,1030,2019
"K.J.Somaiya College of Engineering, Vidyavihar, Mumbai",Information Technology,TFWS,MH,2,2164,2019
"K.J.Somaiya College of Engineering, Vidyavihar, Mumbai",Electronics and Telecommunication Engg,TFWS,MH,2,3970,2019
"K.J.Somaiya College of Engineering, Vidyavihar, Mumbai",Electronics Engineering,TFWS,MH,2,6317,2019
"K.J.Somaiya College of Engineering, Vidyavihar, Mumbai",Mechanical Engineering,TFWS,MH,2,3299,2019
"Thadomal Shahani Engineering College, Bandra, Mumbai",Computer Engineering,General,MH,2,2798,2019
"Thadomal Shahani Engineering College, Bandra, Mumbai",Information Technology,General,MH,2,4258,2019
"Thadomal Shahani Engineering College, Bandra, Mumbai",Electronics and Telecommunication Engg,General,MH,2,7314,2019
"Thadomal Shahani Engineering College, Bandra, Mumbai",Bio Medical Engineering,General,MH,2,16530,2019
"Thadomal Shahani Engineering College, Bandra, Mumbai",Chemical Engineering,General,MH,2,8054,2019
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Civil Engineering,General,MH,2,58790,2019
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Computer Engineering,General,MH,2,14792,2019
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Information Technology,General,MH,2,21954,2019
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Electronics and Telecommunication Engg,General,MH,2,67405,2019
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Electronics Engineering,General,MH,2,86936,2019
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Automobile Engineering,General,MH,2,76461,2019
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Mechanical Engineering,General,MH,2,19573,2019
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Computer Engineering,General,MH,2,4131,2019
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Production Engineering,General,MH,2,46916,2019
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Mechanical Engineering,General,MH,2,9343,2019
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Electronics and Computer Science,General,MH,2,8282,2019
"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Computer Engineering,General,MH,2,3603,2019
"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Computer Engineering,General,MH,2,4329,2019
"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Information Technology,General,MH,2,5826,2019
"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Electronics and Telecommunication Engg,General,MH,2,13261,2019
"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Electronics Engineering,General,MH,2,23938,2019
"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Instrumentation Engineering,General,MH,2,45001,2019
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Civil Engineering,PWD,MH,2,15415,2019
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Civil Engineering,General,MH,2,52189,2019
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Computer Engineering,SC,MH,2,13907,2019
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Information Technology,ST,MH,2,22453,2019
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Electronics Engineering,PWD,MH,2,72600,2019
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Chemical Engineering,SC,MH,2,34055,2019
"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Mechanical Engineering,SC,MH,2,21777,2019
"Padmabhushan Vasantdada Patil Pratishthans College of Engineering, Sion,Mumbai",Computer Engineering,SC,MH,2,21041,2019
"Padmabhushan Vasantdada Patil Pratishthans College of Engineering, Sion,Mumbai",Information Technology,ST,MH,2,28699,2019
"Padmabhushan Vasantdada Patil Pratishthans College of Engineering, Sion,Mumbai",Electronics and Telecommunication Engg,General,MH,2,71240,2019
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",Computer Engineering,SC,MH,2,15829,2019
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",Information Technology,General,MH,2,19780,2019
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",Electronics and Telecommunication Engg,ST,MH,2,63122,2019
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",Instrumentation Engineering,General,MH,2,74717,2019
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",Chemical Engineering,SC,MH,2,23346,2019
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",Mechanical Engineering,SC,MH,2,43542,2019
"Terna Engineering College, Nerul, Navi Mumbai",Civil Engineering,SC,MH,2,66662,2019
"Terna Engineering College, Nerul, Navi Mumbai",Computer Engineering,SC,MH,2,16021,2019
"Terna Engineering College, Nerul, Navi Mumbai",Computer Engineering,SC,MH,2,20253,2019
"Terna Engineering College, Nerul, Navi Mumbai",Information Technology,OBC,MH,2,20526,2019
"Terna Engineering College, Nerul, Navi Mumbai",Electronics and Telecommunication Engg,OBC,MH,2,76311,2019
"Terna Engineering College, Nerul, Navi Mumbai",Electronics Engineering,PWD,MH,2,77634,2019
"Terna Engineering College, Nerul, Navi Mumbai",Mechanical Engineering,SC,MH,2,55027,2019
"Terna Engineering College, Nerul, Navi Mumbai",Mechatronics Engineering,OBC,MH,2,46448,2019
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Computer Engineering,PWD,MH,2,29311,2019
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electrical Engineering,General,MH,2,86160,2019
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Electronics and Telecommunication Engg,OBC,MH,2,84477,2019
"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Mechanical Engineering,PWD,MH,2,84357,2019
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Computer Engineering,ST,MH,2,44237,2019
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Information Technology,OBC,MH,2,47548,2019
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Electronics and Telecommunication Engg,General,MH,2,70810,2019
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Chemical Engineering,SC,MH,2,66999,2019
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Production Engineering,General,MH,2,41057,2019
"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Mechanical Engineering,General,MH,2,65744,2019
"Vidyavardhini's College of Engineering and Technology, Vasai",Civil Engineering,OBC,MH,2,63610,2019
"Vidyavardhini's College of Engineering and Technology, Vasai",Computer Engineering,SC,MH,2,9451,2019
"Vidyavardhini's College of Engineering and Technology, Vasai",Information Technology,SC,MH,2,16436,2019
"Vidyavardhini's College of Engineering and Technology, Vasai",Electronics and Telecommunication Engg,SC,MH,2,53672,2019
"Vidyavardhini's College of Engineering and Technology, Vasai",Instrumentation Engineering,General,MH,2,81617,2019
"Vidyavardhini's College of Engineering and Technology, Vasai",Mechanical Engineering,SC,MH,2,19447,2019
"Vidyavardhini's College of Engineering and Technology, Vasai",Mechanical Engineering,OBC,MH,2,45763,2019
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Computer Engineering,General,MH,2,25233,2019
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Electrical Engineering,General,MH,2,69831,2019
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Electronics and Telecommunication Engg,General,MH,2,86559,2019
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Electronics and Telecommunication Engg,General,MH,2,74940,2019
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Mechanical Engineering,General,MH,2,87077,2019
"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Mechanical Engineering,General,MH,2,69814,2019
"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",Computer Engineering,General,MH,2,4629,2019
"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",Information Technology,General,MH,2,7887,2019
"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",Electrical Engineering,General,MH,2,14347,2019
"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",Electronics and Telecommunication Engg,General,MH,2,16928,2019
"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",Mechanical Engineering,General,MH,2,7763,2019
"Konkan Gyanpeeth College of Engineering, Karjat",Computer Engineering,SC,MH,2,63865,2019
"Konkan Gyanpeeth College of Engineering, Karjat",Information Technology,OBC,MH,2,77464,2019
"Konkan Gyanpeeth College of Engineering, Karjat",Electronics and Telecommunication Engg,General,MH,2,85090,2019
"Konkan Gyanpeeth College of Engineering, Karjat",Mechanical Engineering,General,MH,2,59503,2019
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Computer Engineering,General,MH,2,2521,2019
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Information Technology,General,MH,2,1150,2019
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Electronics and Telecommunication Engg,General,MH,2,3884,2019
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Electronics Engineering,General,MH,2,5321,2019
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Bio Medical Engineering,General,MH,2,8500,2019
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Chemical Engineering,General,MH,2,13416,2019
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Production Engineering,General,MH,2,14724,2019
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Mechanical Engineering,General,MH,2,3816,2019
"Hope Foundation and research center's  Finolex Academy of Management and Technology, Ratnagiri",Information Technology,SC,MH,2,34548,2019
"Hope Foundation and research center's  Finolex Academy of Management and Technology, Ratnagiri",Electrical Engineering,General,MH,2,78572,2019
"Hope Foundation and research center's  Finolex Academy of Management and Technology, Ratnagiri",Electronics and Telecommunication Engg,General,MH,2,71431,2019
"Hope Foundation and research center's  Finolex Academy of Management and Technology, Ratnagiri",Electronics Engineering,General,MH,2,47264,2019
"Hope Foundation and research center's  Finolex Academy of Management and Technology, Ratnagiri",Chemical Engineering,General,MH,2,53283,2019
"Hope Foundation and research center's  Finolex Academy of Management and Technology, Ratnagiri",Mechanical Engineering,SC,MH,2,63692,2019
"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",Civil Engineering,General,MH,2,36581,2019
"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",Computer Engineering,General,MH,2,16828,2019
"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",Electronics and Telecommunication Engg,General,MH,2,62060,2019
"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",Electronics Engineering,General,MH,2,81575,2019
"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",Mechanical Engineering,General,MH,2,37743,2019
Rajendra Mane College of Engineering & Technology  Ambav Deorukh,Computer Engineering,OBC,MH,2,53661,2019
Rajendra Mane College of Engineering & Technology  Ambav Deorukh,Automobile Engineering,General,MH,2,77817,2019
"Atharva College of Engineering,Malad(West),Mumbai",Computer Engineering,ST,MH,2,13246,2019
"Atharva College of Engineering,Malad(West),Mumbai",Information Technology,SC,MH,2,19263,2019
"Atharva College of Engineering,Malad(West),Mumbai",Electrical Engineering,ST,MH,2,64880,2019
"Atharva College of Engineering,Malad(West),Mumbai",Electronics and Telecommunication Engg,OBC,MH,2,57252,2019
"Atharva College of Engineering,Malad(West),Mumbai",Electronics Engineering,PWD,MH,2,75524,2019
"St. Francis Institute of Technology,Borivali, Mumbai",Computer Engineering,General,MH,2,9468,2019
"St. Francis Institute of Technology,Borivali, Mumbai",Information Technology,General,MH,2,12647,2019
"St. Francis Institute of Technology,Borivali, Mumbai",Electrical Engineering,General,MH,2,31536,2019
"St. Francis Institute of Technology,Borivali, Mumbai",Electronics and Telecommunication Engg,General,MH,2,32990,2019
"St. Francis Institute of Technology,Borivali, Mumbai",Mechanical Engineering,General,MH,2,19966,2019
"S.S.P.M.'s College of Engineering, Kankavli",Computer Engineering,SC,MH,2,64332,2019
"S.S.P.M.'s College of Engineering, Kankavli",Mechanical Engineering,OBC,MH,2,52959,2019
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Computer Engineering,General,MH,2,15116,2019
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Information Technology,General,MH,2,23170,2019
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Electronics and Telecommunication Engg,General,MH,2,67269,2019
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Electronics Engineering,General,MH,2,61914,2019
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Automobile Engineering,General,MH,2,70724,2019
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Mechanical Engineering,General,MH,2,50498,2019
"K J Somaiya Institute of Engineering and Information Technology, Sion, Mumbai",Computer Engineering,General,MH,2,5330,2019
