collegeName,branch,category,quota,round,closingRank,cutoffYear
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,ST,MH,1,54736,2019
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Food Technology,ST,MH,1,29339,2019
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Automobile Engineering,ST,MH,1,62588,2019
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,ST,MH,1,62081,2019
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Civil Engineering,SC,MH,1,51428,2019
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Computer Engineering,OBC,MH,1,23903,2019
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Information Technology,OBC,MH,1,31256,2019
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Electrical Engineering,General,MH,1,67225,2019
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Electronics and Telecommunication Engg,OBC,MH,1,79685,2019
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Mechanical Engineering,OBC,MH,1,54153,2019
"Bharati Vidyapeeth's College of Engineering, Kolhapur",Civil Engineering,General,MH,1,85108,2019
"Bharati Vidyapeeth's College of Engineering, Kolhapur",Computer Science and Engineering,OBC,MH,1,30395,2019
"Bharati Vidyapeeth's College of Engineering, Kolhapur",Electronics and Telecommunication Engg,OBC,MH,1,83585,2019
"Bharati Vidyapeeth's College of Engineering, Kolhapur",Mechanical Engineering,General,MH,1,86584,2019
"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Civil Engineering,OBC,MH,1,14178,2019
"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Computer Engineering,OBC,MH,1,2939,2019
"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Computer Engineering,OBC,MH,1,3571,2019
"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Information Technology,SC,MH,1,5560,2019
"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Electronics and Telecommunication Engg,ST,MH,1,8946,2019
"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Electronics and Telecommunication Engg,OBC,MH,1,10243,2019
"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Mechanical Engineering,ST,MH,1,7426,2019
"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Mechanical Engineering,OBC,MH,1,9173,2019
"Kai Amdar  Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur",Computer Science and Engineering,OBC,MH,1,56759,2019
"Kai Amdar  Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur",Electrical Engineering,OBC,MH,1,85780,2019
"Kai Amdar  Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur",Electronics and Telecommunication Engg,General,MH,1,77640,2019
"Kai Amdar  Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur",Mechanical Engineering,General,MH,1,84840,2019
"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",Civil Engineering,OBC,MH,1,77452,2019
"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",Computer Engineering,OBC,MH,1,33965,2019
"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",Computer Engineering,SC,MH,1,39614,2019
"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",Information Technology,OBC,MH,1,55419,2019
"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",Electrical Engineering,General,MH,1,87142,2019
"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",Electronics and Telecommunication Engg,OBC,MH,1,74969,2019
"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",Mechanical Engineering,SC,MH,1,82235,2019
"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",Mechanical Engineering,General,MH,1,85635,2019
"Dr. Ashok Gujar Technical Institute's  Dr. Daulatrao Aher College of Engineering, Karad",Civil Engineering,SC,MH,1,72423,2019
"Dr. Ashok Gujar Technical Institute's  Dr. Daulatrao Aher College of Engineering, Karad",Computer Science and Engineering,OBC,MH,1,40490,2019
"Dr. Ashok Gujar Technical Institute's  Dr. Daulatrao Aher College of Engineering, Karad",Electronics and Telecommunication Engg,OBC,MH,1,76049,2019
"Dr. Ashok Gujar Technical Institute's  Dr. Daulatrao Aher College of Engineering, Karad",Mechanical Engineering,SC,MH,1,77850,2019
"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Civil Engineering,General,MH,1,81549,2019
"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Computer Science and Engineering,OBC,MH,1,58147,2019
"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Electronics and Telecommunication Engg,General,MH,1,86255,2019
"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Mechanical Engineering,General,MH,1,83990,2019
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Information Technology,General,MH,1,46039,2019
"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",Civil Engineering,SC,MH,1,70199,2019
"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",Computer Engineering,SC,MH,1,30589,2019
"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",Information Technology,OBC,MH,1,40715,2019
"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",Electronics and Telecommunication Engg,SC,MH,1,75940,2019
"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",Automobile Engineering,OBC,MH,1,82918,2019
"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",Mechanical Engineering,General,MH,1,77273,2019
"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North)",Civil Engineering,General,MH,1,86827,2019
"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North)",Computer Engineering,General,MH,1,51610,2019
"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North)",Electronics and Telecommunication Engg,OBC,MH,1,86999,2019
"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North)",Mechanical Engineering,General,MH,1,84844,2019
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",Computer Engineering,OBC,MH,1,20358,2019
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",Information Technology,SC,MH,1,36305,2019
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",Electronics and Telecommunication Engg,OBC,MH,1,69939,2019
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",Mechanical Engineering,General,MH,1,81718,2019
"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi",Computer Engineering,OBC,MH,1,32898,2019
"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi",Information Technology,OBC,MH,1,39184,2019
"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi",Electrical Engineering,General,MH,1,84064,2019
"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi",Electronics and Telecommunication Engg,OBC,MH,1,66823,2019
"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi",Mechanical Engineering,General,MH,1,80114,2019
"Jaywant College of Engineering & Management, Kille Macchindragad Tal. Walva",Civil Engineering,General,MH,1,83287,2019
"Jaywant College of Engineering & Management, Kille Macchindragad Tal. Walva",Computer Engineering,General,MH,1,71220,2019
"Jaywant College of Engineering & Management, Kille Macchindragad Tal. Walva",Electrical Engineering,General,MH,1,85967,2019
"Jaywant College of Engineering & Management, Kille Macchindragad Tal. Walva",Electronics and Telecommunication Engg,General,MH,1,56897,2019
"Jaywant College of Engineering & Management, Kille Macchindragad Tal. Walva",Mechanical Engineering,General,MH,1,86229,2019
"Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala",Civil Engineering,SC,MH,1,78351,2019
"Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala",Computer Science and Engineering,OBC,MH,1,65590,2019
"Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala",Electrical Engineering,General,MH,1,86357,2019
"Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala",Electronics and Telecommunication Engg,General,MH,1,86956,2019
"Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala",Automobile Engineering,General,MH,1,84916,2019
"Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala",Mechanical Engineering,General,MH,1,78858,2019
"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Civil Engineering,SC,MH,1,82794,2019
"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Computer Science and Engineering,OBC,MH,1,37573,2019
"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Electrical Engineering,OBC,MH,1,69929,2019
"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Electronics and Telecommunication Engg,SC,MH,1,77159,2019
"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Mechanical Engineering,General,MH,1,86905,2019
"Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur",Civil Engineering,General,MH,1,87078,2019
"Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur",Computer Engineering,SC,MH,1,64044,2019
"Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur",Electrical Engineering,General,MH,1,80238,2019
"Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur",Electronics and Telecommunication Engg,General,MH,1,87037,2019
"Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur",Mechanical Engineering,General,MH,1,79860,2019
"K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli",Civil Engineering,General,MH,1,80753,2019
"K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli",Computer Engineering,OBC,MH,1,75985,2019
"K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli",Electronics and Telecommunication Engg,General,MH,1,81074,2019
"K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli",Mechanical Engineering,General,MH,1,84891,2019
"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",Civil Engineering,General,MH,1,85472,2019
"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",Computer Science and Engineering,SC,MH,1,71482,2019
"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",Electronics and Telecommunication Engg,EWS,MH,1,59960,2019
"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",Mechanical Engineering,General,MH,1,85338,2019
"Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi",Computer Engineering,OBC,MH,1,59699,2019
"Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi",Electronics and Telecommunication Engg,General,MH,1,47393,2019
"Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi",Mechanical Engineering,General,MH,1,63029,2019
"D. Y. Patil College of Engineering, Ambi, Talegaon, Maval",Computer Engineering,SC,MH,1,28711,2019
"D. Y. Patil College of Engineering, Ambi, Talegaon, Maval",Information Technology,OBC,MH,1,48490,2019
"D. Y. Patil College of Engineering, Ambi, Talegaon, Maval",Electronics and Telecommunication Engg,General,MH,1,86729,2019
"D. Y. Patil College of Engineering, Ambi, Talegaon, Maval",Mechanical Engineering,General,MH,1,86709,2019
"Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor",Civil Engineering,General,MH,1,78636,2019
"Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor",Computer Engineering,OBC,MH,1,45076,2019
"Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor",Electronics and Telecommunication Engg,General,MH,1,84371,2019
"Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor",Mechanical Engineering,General,MH,1,76151,2019
"Alard  Charitable Trust's Alard College of Engineering and Management, Pune",Civil Engineering,General,MH,1,23543,2019
"Alard  Charitable Trust's Alard College of Engineering and Management, Pune",Computer Engineering,General,MH,1,71678,2019
"Alard  Charitable Trust's Alard College of Engineering and Management, Pune",Mechanical Engineering,General,MH,1,65644,2019
"Shri Pandurang Pratishtan, Karmayogi Engineering College, Shelve, Pandharpur",Civil Engineering,SC,MH,1,70568,2019
"Shri Pandurang Pratishtan, Karmayogi Engineering College, Shelve, Pandharpur",Computer Science and Engineering,General,MH,1,54660,2019
"Shri Pandurang Pratishtan, Karmayogi Engineering College, Shelve, Pandharpur",Electronics and Telecommunication Engg,General,MH,1,85371,2019
"Shri Pandurang Pratishtan, Karmayogi Engineering College, Shelve, Pandharpur",Mechanical Engineering,SC,MH,1,51883,2019
"Nutan College of Engineering and Research, Talegaon Dabhade Tal. Maval, Pune",Computer Science and Engineering,SC,MH,1,52556,2019
"Nutan College of Engineering and Research, Talegaon Dabhade Tal. Maval, Pune",Automobile Engineering,General,MH,1,82120,2019
"Nutan College of Engineering and Research, Talegaon Dabhade Tal. Maval, Pune",Mechanical Engineering[Sandwich],General,MH,1,81895,2019
"Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad",Civil Engineering,General,MH,1,86269,2019
"Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad",Computer Science and Engineering,SC,MH,1,68121,2019
"Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad",Electrical Engineering,General,MH,1,85896,2019
"Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad",Mechanical Engineering,General,MH,1,80311,2019
"Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",Civil Engineering,General,MH,1,87084,2019
"Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",Computer Science and Engineering,OBC,MH,1,64675,2019
"Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",Electrical Engineering,General,MH,1,87100,2019
"Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",Electronics and Telecommunication Engg,General,MH,1,72237,2019
"Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",Mechanical Engineering,General,MH,1,84983,2019
"Jaihind College Of Engineering,Kuran",Civil Engineering,General,MH,1,86104,2019
"Jaihind College Of Engineering,Kuran",Computer Engineering,OBC,MH,1,40427,2019
"Jaihind College Of Engineering,Kuran",Electronics and Telecommunication Engg,ST,MH,1,86265,2019
"Jaihind College Of Engineering,Kuran",Mechanical Engineering,General,MH,1,84504,2019
"D. Y. Patil Institute of Engineering and Technology, Ambi",Civil Engineering,General,MH,1,80689,2019
"D. Y. Patil Institute of Engineering and Technology, Ambi",Computer Engineering,SC,MH,1,40800,2019
"D. Y. Patil Institute of Engineering and Technology, Ambi",Information Technology,OBC,MH,1,63902,2019
"D. Y. Patil Institute of Engineering and Technology, Ambi",Electrical Engineering,General,MH,1,63469,2019
"D. Y. Patil Institute of Engineering and Technology, Ambi",Mechanical Engineering,General,MH,1,83838,2019
"I.S.B.& M. School of Technology, Nande Village",Computer Engineering,General,MH,1,76388,2019
"I.S.B.& M. School of Technology, Nande Village",Electronics and Telecommunication Engg,General,MH,1,65758,2019
"I.S.B.& M. School of Technology, Nande Village",Mechanical Engineering,General,MH,1,76785,2019
"Universal College of Engineering & Research, Sasewadi",Computer Engineering,OBC,MH,1,31078,2019
"Universal College of Engineering & Research, Sasewadi",Electrical Engineering,General,MH,1,29523,2019
"Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune",Civil Engineering,General,MH,1,77441,2019
"Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune",Computer Engineering,SC,MH,1,43954,2019
"Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune",Electrical Engineering,General,MH,1,60000,2019
"Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune",Mechanical Engineering,General,MH,1,81450,2019
Navsahyadri Education Society's Group of Institutions,Civil Engineering,General,MH,1,85375,2019
Navsahyadri Education Society's Group of Institutions,Computer Engineering,OBC,MH,1,74375,2019
Navsahyadri Education Society's Group of Institutions,Electrical Engineering,General,MH,1,86790,2019
Navsahyadri Education Society's Group of Institutions,Electronics and Telecommunication Engg,General,MH,1,60733,2019
Navsahyadri Education Society's Group of Institutions,Mechanical Engineering,General,MH,1,66632,2019
"KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Civil Engineering,General,MH,1,86552,2019
"KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Computer Engineering,SC,MH,1,60672,2019
"KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Electronics and Telecommunication Engg,General,MH,1,78599,2019
"KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Mechanical Engineering,General,MH,1,81897,2019
"Samarth Group of Institutions, Bangarwadi, Post Belhe Tal. Junnar Dist. Pune",Civil Engineering,General,MH,1,53775,2019
"Samarth Group of Institutions, Bangarwadi, Post Belhe Tal. Junnar Dist. Pune",Computer Engineering,OBC,MH,1,44208,2019
"Samarth Group of Institutions, Bangarwadi, Post Belhe Tal. Junnar Dist. Pune",Electronics and Telecommunication Engg,OBC,MH,1,41620,2019
"Samarth Group of Institutions, Bangarwadi, Post Belhe Tal. Junnar Dist. Pune",Mechanical Engineering,General,MH,1,61861,2019
"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",Civil Engineering,General,MH,1,79448,2019
"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",Computer Science and Engineering,General,MH,1,35401,2019
"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",Electrical Engineering,General,MH,1,86806,2019
"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",Electronics and Telecommunication Engg,SC,MH,1,83711,2019
"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",Mechanical Engineering,General,MH,1,83094,2019
"S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur",Civil Engineering,OBC,MH,1,63380,2019
"S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur",Computer Science and Engineering,OBC,MH,1,27410,2019
"S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur",Electrical Engineering,General,MH,1,82371,2019
"S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur",Electronics and Telecommunication Engg,SC,MH,1,53664,2019
"S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur",Mechanical Engineering,General,MH,1,87126,2019
"Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes, Miraj",Civil Engineering,General,MH,1,74727,2019
"Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes, Miraj",Computer Engineering,OBC,MH,1,71755,2019
"Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes, Miraj",Electrical Engineering,General,MH,1,72896,2019
"Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes, Miraj",Electronics and Telecommunication Engg,General,MH,1,82920,2019
"Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes, Miraj",Mechanical Engineering,General,MH,1,80426,2019
"TSSM's Bhivarabai Sawant College of Engineering and Research, Narhe, Pune",Civil Engineering,General,MH,1,86534,2019
"TSSM's Bhivarabai Sawant College of Engineering and Research, Narhe, Pune",Computer Engineering,SC,MH,1,34352,2019
"TSSM's Bhivarabai Sawant College of Engineering and Research, Narhe, Pune",Electrical Engineering,General,MH,1,72353,2019
"TSSM's Bhivarabai Sawant College of Engineering and Research, Narhe, Pune",Electronics and Telecommunication Engg,General,MH,1,86338,2019
"TSSM's Bhivarabai Sawant College of Engineering and Research, Narhe, Pune",Mechanical Engineering,General,MH,1,84021,2019
"Dr. D. Y. Patil School OF Engineering, Lohegaon, Pune",Civil Engineering,OBC,MH,1,58410,2019
"Dr. D. Y. Patil School OF Engineering, Lohegaon, Pune",Computer Engineering,OBC,MH,1,26095,2019
"Dr. D. Y. Patil School OF Engineering, Lohegaon, Pune",Electronics and Telecommunication Engg,General,MH,1,76391,2019
"Dr. D. Y. Patil School OF Engineering, Lohegaon, Pune",Mechanical Engineering,General,MH,1,81077,2019
"International Institute of Information Technology (I²IT), Pune.",Computer Engineering,OBC,MH,1,5345,2019
"International Institute of Information Technology (I²IT), Pune.",Information Technology,SC,MH,1,8731,2019
"International Institute of Information Technology (I²IT), Pune.",Electronics and Telecommunication Engg,SC,MH,1,15663,2019
"JSPM Narhe Technical Campus, Pune.",Civil Engineering,General,MH,1,86681,2019
"JSPM Narhe Technical Campus, Pune.",Computer Engineering,OBC,MH,1,26581,2019
"JSPM Narhe Technical Campus, Pune.",Electronics and Telecommunication Engg,General,MH,1,86299,2019
"JSPM Narhe Technical Campus, Pune.",Mechanical Engineering,General,MH,1,86438,2019
"JSPM Narhe Technical Campus, Pune.",Mechanical Engineering,General,MH,1,78464,2019
"Fabtech Technical Campus College of Engineering and Research, Sangola",Civil Engineering,General,MH,1,71865,2019
"Fabtech Technical Campus College of Engineering and Research, Sangola",Computer Science and Engineering,SC,MH,1,60848,2019
"Fabtech Technical Campus College of Engineering and Research, Sangola",Electrical Engineering,OBC,MH,1,80789,2019
"Fabtech Technical Campus College of Engineering and Research, Sangola",Electronics and Telecommunication Engg,General,MH,1,60963,2019
"Fabtech Technical Campus College of Engineering and Research, Sangola",Mechanical Engineering,SC,MH,1,82996,2019
"Yashoda Technical Campus, Wadhe, Satara.",Civil Engineering,General,MH,1,84433,2019
"Yashoda Technical Campus, Wadhe, Satara.",Computer Science and Engineering,OBC,MH,1,73396,2019
"Yashoda Technical Campus, Wadhe, Satara.",Electrical Engineering,General,MH,1,47468,2019
"Yashoda Technical Campus, Wadhe, Satara.",Electronics and Telecommunication Engg,General,MH,1,81786,2019
"Yashoda Technical Campus, Wadhe, Satara.",Mechanical Engineering,General,MH,1,54496,2019
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Computer Engineering,General,MH,1,66296,2019
"Shree Ramchandra College of Engineering, Lonikand,Pune",Civil Engineering,General,MH,1,68434,2019
"Shree Ramchandra College of Engineering, Lonikand,Pune",Computer Engineering,OBC,MH,1,45658,2019
"Shree Ramchandra College of Engineering, Lonikand,Pune",Electrical Engineering,General,MH,1,85418,2019
"Shree Ramchandra College of Engineering, Lonikand,Pune",Electronics and Telecommunication Engg,General,MH,1,87066,2019
"Shree Ramchandra College of Engineering, Lonikand,Pune",Mechanical Engineering,General,MH,1,85825,2019
"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Civil Engineering,General,MH,1,85873,2019
"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Computer Science and Engineering,SC,MH,1,69668,2019
"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Electrical Engineering,General,MH,1,84786,2019
"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Electronics and Telecommunication Engg,General,MH,1,87010,2019
"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Mechanical Engineering,General,MH,1,87101,2019
Phaltan Education Society's College of Engineering Thakurki Tal- Phaltan Dist-Satara,Civil Engineering,SC,MH,1,84276,2019
Phaltan Education Society's College of Engineering Thakurki Tal- Phaltan Dist-Satara,Computer Engineering,SC,MH,1,66367,2019
Phaltan Education Society's College of Engineering Thakurki Tal- Phaltan Dist-Satara,Electronics and Telecommunication Engg,General,MH,1,84449,2019
Phaltan Education Society's College of Engineering Thakurki Tal- Phaltan Dist-Satara,Mechanical Engineering,General,MH,1,85893,2019
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Computer Engineering,SC,MH,1,55321,2019
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Mechanical Engineering,General,MH,1,67486,2019
"P.K. Technical Campus, Pune.",Civil Engineering,General,MH,1,83588,2019
"P.K. Technical Campus, Pune.",Computer Engineering,SC,MH,1,64425,2019
"P.K. Technical Campus, Pune.",Mechanical Engineering,General,MH,1,81446,2019
"Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje, Pune.",Civil Engineering,General,MH,1,86401,2019
"Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje, Pune.",Computer Engineering,OBC,MH,1,43864,2019
"Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje, Pune.",Information Technology,SC,MH,1,54112,2019
"Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje, Pune.",Electronics and Telecommunication Engg,General,MH,1,83948,2019
"Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje, Pune.",Mechanical Engineering,General,MH,1,76889,2019
"SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune.",Computer Engineering,OBC,MH,1,69467,2019
"SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune.",Information Technology,OBC,MH,1,67242,2019
"SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune.",Mechanical Engineering,General,MH,1,57382,2019
"NBN Sinhgad Technical Institutes Campus, Pune",Computer Engineering,OBC,MH,1,36230,2019
"NBN Sinhgad Technical Institutes Campus, Pune",Information Technology,OBC,MH,1,53335,2019
"NBN Sinhgad Technical Institutes Campus, Pune",Electrical Engineering,General,MH,1,77390,2019
"NBN Sinhgad Technical Institutes Campus, Pune",Electronics and Telecommunication Engg,General,MH,1,56110,2019
"NBN Sinhgad Technical Institutes Campus, Pune",Mechanical Engineering,General,MH,1,85930,2019
"NBN Sinhgad Technical Institutes Campus, Pune",Mechanical Engineering,General,MH,1,68050,2019
"D.Y.Patil Education Society's,D.Y.Patil Technical Campus, Faculty of Engineering & Faculty of Management,Talsande,Kolhapur.",Civil Engineering,General,MH,1,79267,2019
"D.Y.Patil Education Society's,D.Y.Patil Technical Campus, Faculty of Engineering & Faculty of Management,Talsande,Kolhapur.",Computer Science and Engineering,SC,MH,1,47430,2019
"D.Y.Patil Education Society's,D.Y.Patil Technical Campus, Faculty of Engineering & Faculty of Management,Talsande,Kolhapur.",Electrical Engineering,General,MH,1,71160,2019
"D.Y.Patil Education Society's,D.Y.Patil Technical Campus, Faculty of Engineering & Faculty of Management,Talsande,Kolhapur.",Electronics and Telecommunication Engg,General,MH,1,60877,2019
